a/g,ax,ay,az,gx,gy,gz
-36,348,17544,1303,-199,301
300,128,17400,1315,-228,284
280,316,17280,1322,-257,293
236,236,17272,1352,-243,302
268,188,17276,1328,-225,306
224,244,17360,1324,-204,292
432,324,17056,1343,-194,313
252,248,17396,1349,-215,281
212,344,17392,1335,-204,289
272,276,17368,1323,-200,319
164,292,17472,1323,-242,297
152,224,17264,1327,-213,291
324,160,17400,1349,-223,300
204,236,17508,1316,-234,298
304,204,17388,1324,-249,303
248,132,17260,1319,-245,293
236,332,17228,1340,-216,312
216,252,17380,1323,-190,298
248,240,17304,1339,-237,309
172,300,17288,1297,-229,313
84,340,17452,1322,-230,310
172,192,17256,1339,-229,300
180,200,17236,1312,-225,287
224,192,17276,1356,-227,320
172,252,17208,1323,-215,299
300,212,17448,1339,-210,302
272,240,17364,1335,-221,312
320,296,17460,1345,-206,299
288,220,17328,1344,-229,292
208,172,17308,1338,-231,273
188,156,17232,1335,-223,307
268,196,17276,1330,-229,294
216,316,17252,1344,-244,313
152,248,17384,1334,-203,261
256,248,17420,1313,-249,290
196,212,17360,1345,-237,308
316,224,17308,1328,-229,304
296,268,17380,1330,-232,307
116,252,17460,1326,-238,308
180,284,17276,1321,-219,317
160,288,17404,1338,-260,298
220,248,17388,1347,-222,285
156,292,17276,1340,-232,316
160,188,17280,1347,-230,283
144,300,17380,1329,-228,293
184,308,17256,1325,-211,306
216,176,17332,1342,-245,282
176,224,17568,1303,-212,298
204,260,17444,1340,-240,313
268,160,17424,1332,-208,309
204,304,17536,1333,-248,281
212,168,17552,1342,-242,281
148,268,17436,1325,-219,295
256,288,17264,1305,-223,282
192,320,17476,1323,-215,289
248,240,17320,1338,-265,303
240,240,17236,1326,-235,287
328,268,17232,1321,-240,302
200,276,17320,1330,-246,283
312,300,17380,1347,-215,313
276,284,17264,1312,-184,299
204,284,17372,1316,-228,302
148,272,17568,1337,-251,308
296,280,17332,1318,-220,292
272,152,17324,1309,-215,297
188,316,17388,1327,-212,307
240,240,17420,1335,-255,301
304,200,17212,1322,-192,276
248,256,17204,1332,-225,307
172,252,17220,1340,-218,268
168,208,17480,1345,-240,303
308,216,17372,1311,-200,302
144,204,17428,1324,-214,285
240,312,17380,1341,-231,295
232,224,17308,1327,-249,308
272,244,17380,1342,-245,316
292,108,17328,1335,-206,266
212,316,17212,1339,-242,306
280,232,17200,1347,-228,320
224,260,17292,1325,-229,297
268,232,17296,1317,-234,276
228,260,17348,1340,-223,294
188,212,17328,1300,-228,288
208,260,17472,1325,-235,305
320,308,17248,1312,-238,293
152,188,17528,1349,-234,289
252,284,17336,1328,-233,303
256,264,17272,1316,-231,304
356,216,17364,1341,-253,315
224,324,17264,1310,-242,300
212,188,17412,1329,-214,282
164,240,17380,1345,-243,295
204,228,17232,1333,-225,306
352,300,17280,1336,-231,293
292,228,17244,1341,-250,289
348,316,17488,1342,-211,294
208,240,17284,1340,-231,300
204,320,17328,1317,-237,289
352,240,17468,1329,-213,317
232,292,17388,1304,-233,300
228,264,17144,1327,-216,305
156,240,17272,1301,-196,297
212,200,17320,1329,-240,309
204,224,17232,1344,-225,289
324,260,17320,1356,-249,313
196,136,17352,1325,-227,286
280,292,17148,1332,-234,306
160,304,17400,1335,-224,309
272,244,17364,1324,-227,314
196,256,17208,1320,-232,303
